TRACK	LABEL	DURATION	BIN	EMOTION_VALENCE
2263.mp3	melancholic	494.7	sad;melancholic	deactivated_unpleasant
4639.mp3	children;relaxing	188	relaxing;calm	deactivated_pleasant
6254.mp3	documentary;emotional;relaxing	481.6	relaxing;calm	deactivated_pleasant
6256.mp3	documentary;emotional;relaxing	236.5	relaxing;calm	deactivated_pleasant
6257.mp3	documentary;emotional;relaxing	207.8	relaxing;calm	deactivated_pleasant
7394.mp3	melancholic	150.7	sad;melancholic	deactivated_unpleasant
13823.mp3	dark	88.5	dark;dramatic	activated_unpleasant
13825.mp3	dark	231.6	dark;dramatic	activated_unpleasant
13826.mp3	dark	270.5	dark;dramatic	activated_unpleasant
13827.mp3	dark	230.2	dark;dramatic	activated_unpleasant
14013.mp3	relaxing	263.7	relaxing;calm	deactivated_pleasant
14014.mp3	relaxing	221.4	relaxing;calm	deactivated_pleasant
14015.mp3	relaxing	162.5	relaxing;calm	deactivated_pleasant
14017.mp3	relaxing	207.4	relaxing;calm	deactivated_pleasant
14020.mp3	relaxing	183.1	relaxing;calm	deactivated_pleasant
14021.mp3	relaxing	240.1	relaxing;calm	deactivated_pleasant
14022.mp3	relaxing	299.5	relaxing;calm	deactivated_pleasant
14024.mp3	relaxing	171.4	relaxing;calm	deactivated_pleasant
14026.mp3	relaxing	169.7	relaxing;calm	deactivated_pleasant
14027.mp3	relaxing	155.9	relaxing;calm	deactivated_pleasant
14028.mp3	relaxing	151.9	relaxing;calm	deactivated_pleasant
15963.mp3	calm	306.6	relaxing;calm	deactivated_pleasant
15966.mp3	calm	336.6	relaxing;calm	deactivated_pleasant
16000.mp3	dramatic;epic;powerful;upbeat	162.7	dark;dramatic	activated_unpleasant
17146.mp3	dark	99.2	dark;dramatic	activated_unpleasant
17152.mp3	dark	86.4	dark;dramatic	activated_unpleasant
17155.mp3	calm;slow	130	relaxing;calm	deactivated_pleasant
18232.mp3	relaxing;soft	330.4	relaxing;calm	deactivated_pleasant
18233.mp3	relaxing	241.7	relaxing;calm	deactivated_pleasant
18234.mp3	relaxing;soft	320	relaxing;calm	deactivated_pleasant
22101.mp3	dark	187.1	dark;dramatic	activated_unpleasant
25221.mp3	film;positive	94.3	positive;uplifting;happy	activated_pleasant
25222.mp3	melancholic	54.9	sad;melancholic	deactivated_unpleasant
25237.mp3	happy	129.5	positive;uplifting;happy	activated_pleasant
25240.mp3	melancholic;sad	160.5	sad;melancholic	deactivated_unpleasant
28191.mp3	calm;happy;motivational	119.7	relaxing;calm	deactivated_pleasant
29960.mp3	dark	306.4	dark;dramatic	activated_unpleasant
