TRACK	LABEL	DURATION	BIN	EMOTION_VALENCE
782494.mp3	 	 	 	activated_pleasant
425632.mp3	 	 	 	activated_pleasant
1415986.mp3	 	 	 	activated_pleasant
1354110.mp3	 	 	 	activated_pleasant
1087566.mp3	 	 	 	activated_pleasant
1271205.mp3	 	 	 	activated_pleasant
1366158.mp3	 	 	 	activated_pleasant
162590.mp3	 	 	 	activated_pleasant
1414385.mp3	 	 	 	activated_pleasant
1110531.mp3	 	 	 	activated_pleasant
1057422.mp3	 	 	 	activated_pleasant
41941.mp3	 	 	 	activated_pleasant
1349675.mp3	 	 	 	activated_pleasant
1031691.mp3	 	 	 	activated_pleasant
1354123.mp3	 	 	 	activated_pleasant
1361402.mp3	 	 	 	activated_pleasant
840643.mp3	 	 	 	activated_pleasant
496522.mp3	 	 	 	activated_pleasant
1229171.mp3	 	 	 	activated_pleasant
1157352.mp3	 	 	 	activated_pleasant
91373.mp3	 	 	 	activated_pleasant
392219.mp3	 	 	 	activated_pleasant
1119940.mp3	 	 	 	activated_pleasant
1038158.mp3	 	 	 	activated_pleasant
969496.mp3	 	 	 	activated_pleasant
1290016.mp3	 	 	 	activated_pleasant
1286537.mp3	 	 	 	activated_pleasant
1336289.mp3	 	 	 	activated_pleasant
1067272.mp3	 	 	 	activated_pleasant
1314853.mp3	 	 	 	activated_pleasant
20537.mp3	 	 	 	activated_pleasant
1149211.mp3	 	 	 	activated_pleasant
757231.mp3	 	 	 	activated_pleasant
1061445.mp3	 	 	 	activated_pleasant
884130.mp3	 	 	 	activated_pleasant
516749.mp3	 	 	 	activated_pleasant
1011997.mp3	 	 	 	activated_pleasant
1276528.mp3	 	 	 	activated_pleasant
1289437.mp3	 	 	 	activated_pleasant
1290444.mp3	 	 	 	activated_pleasant
1236645.mp3	 	 	 	activated_pleasant
660455.mp3	 	 	 	activated_pleasant
1370844.mp3	 	 	 	activated_pleasant
1084911.mp3	 	 	 	activated_pleasant
1048769.mp3	 	 	 	activated_pleasant
1195928.mp3	 	 	 	activated_pleasant
947780.mp3	 	 	 	activated_pleasant
399462.mp3	 	 	 	activated_pleasant
1011955.mp3	 	 	 	activated_pleasant
267877.mp3	 	 	 	activated_pleasant
1287892.mp3	 	 	 	activated_pleasant
704844.mp3	 	 	 	activated_pleasant
236370.mp3	 	 	 	activated_pleasant
1222625.mp3	 	 	 	activated_pleasant
1219421.mp3	 	 	 	activated_pleasant
1076601.mp3	 	 	 	activated_pleasant
1370473.mp3	 	 	 	activated_pleasant
1212608.mp3	 	 	 	activated_pleasant
1320954.mp3	 	 	 	activated_pleasant
1326642.mp3	 	 	 	activated_pleasant
1420467.mp3	 	 	 	activated_pleasant
1115647.mp3	 	 	 	activated_pleasant
217488.mp3	 	 	 	activated_pleasant
1112007.mp3	 	 	 	activated_pleasant
1292123.mp3	 	 	 	activated_pleasant
1289085.mp3	 	 	 	activated_pleasant
1383631.mp3	 	 	 	activated_pleasant
1121426.mp3	 	 	 	activated_pleasant
1221584.mp3	 	 	 	activated_pleasant
318710.mp3	 	 	 	activated_pleasant
1066201.mp3	 	 	 	activated_pleasant
168806.mp3	 	 	 	activated_pleasant
1150353.mp3	 	 	 	activated_pleasant
1224718.mp3	 	 	 	activated_pleasant
242349.mp3	 	 	 	activated_pleasant
1113973.mp3	 	 	 	activated_pleasant
1048290.mp3	 	 	 	activated_pleasant
920437.mp3	 	 	 	activated_pleasant
251028.mp3	 	 	 	activated_pleasant
1310559.mp3	 	 	 	activated_pleasant
1337865.mp3	 	 	 	activated_pleasant
133518.mp3	 	 	 	activated_pleasant
309627.mp3	 	 	 	activated_pleasant
1193304.mp3	 	 	 	activated_pleasant
1366696.mp3	 	 	 	activated_pleasant
1306024.mp3	 	 	 	activated_pleasant
1344448.mp3	 	 	 	activated_pleasant
1329120.mp3	 	 	 	activated_pleasant
317678.mp3	 	 	 	activated_pleasant
1010822.mp3	 	 	 	activated_pleasant
1062592.mp3	 	 	 	activated_pleasant
89808.mp3	 	 	 	activated_pleasant
1048361.mp3	 	 	 	activated_pleasant
957463.mp3	 	 	 	activated_pleasant
1115639.mp3	 	 	 	activated_pleasant
1299186.mp3	 	 	 	activated_pleasant
1163228.mp3	 	 	 	activated_pleasant
1128641.mp3	 	 	 	activated_pleasant
1290640.mp3	 	 	 	activated_pleasant
774864.mp3	 	 	 	activated_pleasant
1245170.mp3	 	 	 	activated_pleasant
1159747.mp3	 	 	 	activated_pleasant
1320956.mp3	 	 	 	activated_pleasant
1152622.mp3	 	 	 	activated_pleasant
148528.mp3	 	 	 	activated_pleasant
202200.mp3	 	 	 	activated_pleasant
1041561.mp3	 	 	 	activated_pleasant
889283.mp3	 	 	 	activated_pleasant
1311233.mp3	 	 	 	activated_pleasant
1267759.mp3	 	 	 	activated_pleasant
1326663.mp3	 	 	 	activated_pleasant
1354581.mp3	 	 	 	activated_pleasant
134320.mp3	 	 	 	activated_pleasant
1263275.mp3	 	 	 	activated_pleasant
1134031.mp3	 	 	 	activated_pleasant
223125.mp3	 	 	 	activated_pleasant
791115.mp3	 	 	 	activated_pleasant
1305856.mp3	 	 	 	activated_pleasant
1405088.mp3	 	 	 	activated_pleasant
76987.mp3	 	 	 	activated_pleasant
1327989.mp3	 	 	 	activated_pleasant
799229.mp3	 	 	 	activated_pleasant
1230830.mp3	 	 	 	activated_pleasant
1235364.mp3	 	 	 	activated_pleasant
981255.mp3	 	 	 	activated_pleasant
1076887.mp3	 	 	 	activated_pleasant
1104755.mp3	 	 	 	activated_pleasant
290863.mp3	 	 	 	activated_pleasant
1040529.mp3	 	 	 	activated_pleasant
1250083.mp3	 	 	 	activated_pleasant
1112024.mp3	 	 	 	activated_pleasant
1179715.mp3	 	 	 	activated_pleasant
1234442.mp3	 	 	 	activated_pleasant
1270232.mp3	 	 	 	activated_pleasant
128297.mp3	 	 	 	activated_pleasant
662056.mp3	 	 	 	activated_pleasant
1411289.mp3	 	 	 	activated_pleasant
1125403.mp3	 	 	 	activated_pleasant
1353268.mp3	 	 	 	activated_pleasant
1277917.mp3	 	 	 	activated_pleasant
1365125.mp3	 	 	 	activated_pleasant
